Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_2648.csv,"Discord Terms of Service Last modified: May 7, 2020.","7301,10865","Last modified: May 7, 2020.
Last modified: May 7, 2020.","100,100",,
match_2648.csv,IMPORTANT NOTICE: THESE TERMS OF SERVICE CONTAIN A BINDING ARBITRATION PROVISION AND CLASS ACTION WAIVER.,6122,"THESE TERMS OF SERVICE CONTAIN A BINDING ARBITRATION PROVISION AND CLASS ACTION WAIVER
        ",95,You are forced into binding arbitration in case of disputes,
match_2648.csv,IT AFFECTS YOUR LEGAL RIGHTS AS DETAILED IN THE DISPUTE RESOLUTION AND CLASS ACTION WAIVER SECTION BELOW.,,,,,
match_2648.csv,PLEASE READ CAREFULLY.INTRODUCTION AND ACCEPTING THE TERMS Welcome to Discord!,,,,,
match_2648.csv,"""These Terms of Service (“Terms”), which include and hereby incorporate the Privacy Policy at https://discord.com/privacy (“Privacy Policy”), are a legal agreement between Discord Inc. and its related companies (the “Company,” “us,” “our,” or """"we"""") and you (""""you"""" or “your”).""",,,,,
match_2648.csv,"""By using or accessing the Discord application (the “App”) or the website located at https://discord.com (the """"Site""""), which are collectively referred to as the “Service,” you agree (i) that you are 13 years of age and the minimum age of digital consent in your country, (ii) if you are the age of majority in your jurisdiction or over, that you have read, understood, and accept to be bound by the Terms, and (iii) if you are between 13 (or the minimum age of digital consent, as applicable) and the age of majority in your jurisdiction, that your legal guardian has reviewed and agrees to these Terms.""","10866,4946,7303","you agree (i) that you are 13 years of age and the minimum age of digital consent in your country, (ii) if you are the age of majority in your jurisdiction or over, that you have read, understood, and accept to be bound by the Terms, and (iii) if you are between 13 (or the minimum age of digital consent, as applicable) and the age of majority in your jurisdiction, that your legal guardian has reviewed and agrees to these Terms.
By using or accessing the Discord application (the “App”) or the website located at https://discordapp.com (the ""Site""), which are collectively referred to as the “Service,” you agree (i) that you are 13 years of age or older, (ii) if you are the age of majority in your jurisdiction or over, that you have read, understood, and accept to be bound by the Terms, and (iii) if you are between 13 and the age of majority in your jurisdiction, that your legal guardian has reviewed and agrees to these Terms.
By using or accessing the Discord application (the “App”) or the website located at https://discordapp.com (the ""Site""), which are collectively referred to as the “Service,” you agree (i) that you are 13 years of age or older, (ii) if you are the age of majority in your jurisdiction or over, that you have read, understood, and accept to be bound by the Terms, and (iii) if you are between 13 and the age of majority in your jurisdiction, that your legal guardian has reviewed and agrees to these Terms.","100,84,84",This service is only available to users over a certain ageThis service is only available to users over a certain age,
match_2648.csv,"The Company reserves the right to update these Terms, which we may do for reasons that include, but are not limited to, complying with changes to the law or reflecting enhancements to Discord.","26691,7302","The Company reserves the right to update these Terms, which we may do for reasons that include, but are not limited to, complying with changes to the law or reflecting enhancements to Discord.

        
The Company reserves the right to update these Terms, which we may do for reasons that include, but are not limited to, complying with changes to the law or reflecting enhancements to Discord.
If the changes affect your usage of Discord or your legal rights, we’ll notify you no less than seven days before the changes take effect.

        ","100,100",,
match_2648.csv,"If the changes affect your usage of Discord or your legal rights, we’ll notify you no less than seven days before the changes take effect.","9715,9501,7302","If the changes affect your usage of Discord or your legal rights, we’ll notify you no less than seven days before the changes take effect.
        
If the changes affect your usage of Discord or your legal rights, we’ll notify you no less than seven days before the changes take effect.
        
The Company reserves the right to update these Terms, which we may do for reasons that include, but are not limited to, complying with changes to the law or reflecting enhancements to Discord.
If the changes affect your usage of Discord or your legal rights, we’ll notify you no less than seven days before the changes take effect.

        ","100,100,100",,"
"
match_2648.csv,"Unless we state otherwise, your continued use of the Service after we post modifications will constitute your acceptance of and agreement to those changes.",4511,"The Company reserves the right, in its sole discretion, to modify or revise these Terms at any time, and you agree to be bound by such modifications or revisions.
Any such change or modification will be effective seven (7) days following posting on the Service, and your continued use of the Service after the effective date will constitute your acceptance of, and agreement to, such changes or modifications.
If you object to any change or modification, your sole recourse shall be to cease using the Service.
        ",79,Critical changes to the terms are made without user involvement,
match_2648.csv,"If you object to the changes, your recourse shall be to cease using the Service.RIGHTS TO USE THE SERVICE The Service provides a chat and social platform.",,,,,
match_2648.csv,The Service may allow you to participate in public and private chat rooms and to utilize messaging features to communicate with other users of the Service.,,,,,
match_2648.csv,The Service may also allow you to access certain software and/or other content that is available to purchase from the Company.,,,,,
match_2648.csv,"Subject to your compliance with these Terms, the Company grants you a limited, revocable, non-exclusive, non-transferable, non-sublicensable license to use and access the Service.",,,,,
match_2648.csv,"You agree not to (and not to attempt to) (i) use the Service for any use or purpose other than as expressly permitted by these Terms;(ii) copy, adapt, modify, prepare derivative works based upon, distribute, license, sell, transfer, publicly display, publicly perform, transmit, stream, broadcast, attempt to discover any source code, reverse engineer, decompile, disassemble, or otherwise exploit the Service or any portion of the Service, except as expressly permitted in these Terms.",,,,,
