Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_3287.csv,iFunny Terms of Use Last Updated: 24 March 2020 Welcome and thank you for visiting and using iFunny.,15460,Last Updated: 24 March 2020,100,,
match_3287.csv,"The iFunny services, which include, but are not limited to, any of the entertainment content, products, services, websites, or mobile applications produced or distributed by Funcorp Limited under the iFunny brand (“Services”), are provided by Funcorp Limited (“iFunny”), a company organized under the laws of Cyprus.",,,,,
match_3287.csv,"By accessing or using any of the Services provided by iFunny or its affiliates, however accessed, you (collectively with iFunny, the “Parties”) manifest your intent and agree to be bound by this terms of use Agreement (“Agreement”).",,,,,
match_3287.csv,This Agreement affects your legal rights and obligations.,,,,,
match_3287.csv,"If you do not agree to be bound by this Agreement, you are expressly prohibited from accessing or using the Services.",,,,,
match_3287.csv,"After a modification, replacement, or amendment of the terms of this Agreement, your continued use of the Services constitutes your agreement to said modification, replacement, or amendment.",15497,"After a modification, replacement, or amendment of the terms of this Agreement, your continued use of the Services constitutes your agreement to said modification, replacement, or amendment.",100,,
match_3287.csv,THIS TERMS OF USE AGREEMENT CONTAINS AN ARBITRATION PROVISION AND A CLASS ACTION WAIVER THAT AFFECT YOUR LEGAL RIGHTS.,,,,,
match_3287.csv,YOU HAVE A DUTY TO READ THIS AGREEMENT AND THE ARBITRATION PROVISION AND CLASS ACTION WAIVER CONTAINED WITHIN.,,,,,
match_3287.csv,"IF YOU DO NOT AGREE TO BE BOUND BY THE TERMS OF THIS AGREEMENT, ITS ARBITRATION PROVISION, OR ITS CLASS ACTION WAIVER, YOU MUST IMMEDIATELY DISCONTINUE YOUR USE OF THE SERVICES.1.",,,,,
match_3287.csv,"EligibilityThe Services are only available to individuals either above the age of majority in your nation, state, province, territory, or city or the age of eighteen (18) and older, whichever is greater.",,,,,
match_3287.csv,"If you are using the Services on behalf of a business entity or third party, you warrant that you have actual authority to act as an agent of that business entity and third party and have the right and ability to agree to the terms of this Agreement on behalf of that third party or business entity.2.",15508,"n behalf of a business entity or third party, you warrant that you have actual authority to act as an agent of that business 
        ",94,No need to register,
match_3287.csv,"""Definitions2.1 The """"Content"""" refers to the content on the Services, including, but not limited to, the text, software, scripts, graphics, photos, mobile applications, sounds, music, pictures, interactive features and the like.""",,,,,
match_3287.csv,"""The """"Content"""" does not include User Engagement, which is defined below.""",,,,,
match_3287.csv,"""2.2 """"User"""" means a visitor of the Services, a Services account holder or a user of the Services.""",,,,,
match_3287.csv,"""2.3 """"User Submissions"""" refer to content (e.g., images, photographs, graphics, audio and video files, text, files, information, sounds, musical works, works of authorship, applications, links, and other communications, content, or materials, along with any text associated with the content) submitted, posted, or displayed by Users.""",,,,,
match_3287.csv,"""2.4 """"User Comments"""" refer to comments submitted, posted, or displayed by Users.""",,,,,
match_3287.csv,"""2.5 """"User Engagement"""" collectively refers to User Submissions and User Comments.3.""",15499,"""User Engagement"" collectively refers to User Submissions and User Comments.",99,The service has non-exclusive use of your content,
match_3287.csv,"The Services3.1 iFunny may provide Users with the ability to upload or transmit content to or through the Services, including, but not limited to, User Engagement.",,,,,
match_3287.csv,"When you submit User Engagement to the Services, you grant iFunny a non-exclusive, irrevocable, worldwide, and perpetual license to use your User Engagement for the customary and intended purposes of the Services.",15500,"irrevocable, worldwide, and perpetual license",100,,
match_3287.csv,"These purposes may include providing you or third parties with the Services, backing up or archiving the Services, and selling or transferring the Services to a third party.",15498,"to use your User Engagement for the customary and intended purposes of the Services.
These purposes may include providing you or third parties with the Services, backing up or archiving the Services, and selling or transferring the Services to a third party.
        ",100,,
match_3287.csv,"In submitting User Engagement to the Services, you agree to waive all moral rights in or to your User Engagement across the world, whether you have or have not asserted moral rights.",15501,"In submitting User Engagement to the Services, you agree to waive all moral rights in or to your User Engagement across the world, whether you have or have not asserted moral rights.

        ",100,,
match_3287.csv,You also agree to waive all rights of publicity or privacy in or to your User Engagement.,,,,,
match_3287.csv,"3.2 iFunny is not responsible for any User Engagement, third-party content, syndicated content, services, advertisements, and/or links that may be contained on the Services.",,,,,
match_3287.csv,"Additionally, iFunny will not and cannot censor or edit the content of any third-party site.",,,,,
match_3287.csv,"By using the Services, you expressly hold iFunny harmless from any and all liability arising from your use of any third-party website.",,,,,
match_3287.csv,YOUR CORRESPONDENCE AND BUSINESS DEALINGS WITH THIRD PARTIES FOUND THROUGH THE SERVICES ARE SOLELY BETWEEN YOU AND THE THIRD PARTY.,,,,,
match_3287.csv,3.3 You agree that you are responsible for all data or roaming charges you incur through use of the Services.,,,,,
match_3287.csv,"3.4 iFunny prohibits crawling, scraping, caching or otherwise accessing any Content or User Engagement on the iFunny Service via automated means, except as may be the result of standard search engine protocols or technologies used by a search engine with iFunny's express consent.",15503,"iFunny prohibits crawling, scraping, caching or otherwise accessing any Content or User Engagement on the iFunny Service via automated means, except as may be the result of standard search engine protocols or technologies used by a search engine with iFunny's express consent.",100,,
match_3287.csv,"3.5 You are solely responsible for your interactions with other Users of the Services, whether online or offline.",,,,,
match_3287.csv,You agree that iFunny is not responsible or liable for the conduct of any User.,,,,,
match_3287.csv,"iFunny reserves the right, but has no obligation, to monitor or become involved in disputes between you and other Users.",15504,"iFunny reserves the right, but has no obligation, to monitor or become involved in disputes between you and other Users.",100,,
match_3287.csv,"3.6 There will be occasions when the Services may be interrupted, including, without limitation, for scheduled maintenance or upgrades, for emergency repairs, or due to failure of telecommunications links and/or equipment.",,,,,
match_3287.csv,iFunny will not be held responsible for any such interruptions.,,,,,
match_3287.csv,"3.7 iFunny reserves the right to remove any Content and/or User Engagement from the Services for any reason, without prior notice.",15480,"iFunny reserves the right to remove any Content and/or User Engagement from the Services for any reason, without prior notice.

        ",97,Specific content can be deleted without reason and may be removed without prior notice,
match_3287.csv,"Content and/or User Engagement removed from the Services may continue to be stored by iFunny, including, without limitation, in order to comply with certain legal obligations, but may not be retrievable without a valid court order.",15505,"Content and/or User Engagement removed from the Services may continue to be stored by iFunny, including, without limitation, in order to comply with certain legal obligations, but may not be retrievable without a valid court order.

        ",100,,
match_3287.csv,iFunny is not a backup service and you agree that you will not rely on the Services for the purposes of content backup or storage.,,,,,
match_3287.csv,"iFunny will not be liable to you for any modification, suspension, or discontinuation of the iFunny Services or the loss of any Content or User Engagement.",15506,"iFunny will not be liable to you for any modification, suspension, or discontinuation of the iFunny Services or the loss of any Content or User Engagement.

        ",100,,
match_3287.csv,You also acknowledge that the Internet may be subject to breaches of security and that the submission of User Engagement or other information may not be secure.,,,,,
match_3287.csv,You are expressly and solely responsible for your own security when using the Services.4.,,,,,
match_3287.csv,"Access to the iFunny Services4.1 iFunny provides you with a limited, non-exclusive, non-sublicensable, non-assignable, and revocable license to use the Services for their customary and intended purposes.",15507,"iFunny provides you with a limited, non-exclusive, non-sublicensable, non-assignable, and revocable license to use the Services for their customary and intended purposes.
        ",97,You cannot distribute or disclose your account to third parties,
match_3287.csv,Use of the Services for a use outside of their customary and intended purposes or in violation of the terms of this Agreement will result in the immediate termination of this license.,,,,,
match_3287.csv,"This license is revocable at any time, and any rights not expressly granted herein are reserved to iFunny.",,,,,
match_3287.csv,"4.2 In order to access some features of the Services, you will have to create an account.",,,,,
match_3287.csv,"You may never use another User's account without permission or solicit, collect, or use the login credentials of other Users.",,,,,
match_3287.csv,"When creating your account, you must provide accurate and complete information.",,,,,
match_3287.csv,You are responsible for keeping your password secure and you are solely responsible for the activity that occurs on your account.,,,,,
match_3287.csv,"Although iFunny will not be liable for any losses caused by any unauthorized use of your account, you may be liable for the losses of iFunny or others due to such unauthorized use.",15509,"Although iFunny will not be liable for any losses caused by any unauthorized use of your account, you may be liable for the losses of iFunny or others due to such unauthorized use.
        ",100,,
match_3287.csv,"If you become aware of any breach of security or unauthorized use of your password or of your account, you must notify iFunny immediately at support@ifunny.co.",,,,,
match_3287.csv,"4.3 You agree you will not sell, transfer, license or assign your account, username, or any account rights.",,,,,
match_3287.csv,"iFunny prohibits the creation of, and you agree that you will not create, an account for anyone other than yourself.",,,,,
match_3287.csv,"4.4 You also agree that all information you provide or have provided to iFunny upon registration and at all other times will be true, accurate, current, and complete, and you agree to update your information as necessary to maintain its truth and accuracy.5.",,,,,
match_3287.csv,Use of the Services--Permissions and Restrictions on Your Use5.1 You agree to use the Services only for purposes that are permitted by this Agreement.,,,,,
match_3287.csv,"iFunny hereby grants you permission to access and use the Services as set forth in this Agreement, provided that: 5.1.1 You agree that you have the legal right and capacity to enter into this Agreement in your jurisdiction.",,,,,
match_3287.csv,5.1.2 You must not use the Services for any illegal or unauthorized purpose.,,,,,
match_3287.csv,"You agree to comply with all laws, rules and regulations (e.g., federal, state, local and provincial) applicable to your use of the Services and your User Engagement, including, but not limited to, copyright laws and export laws.",15465,"You must not use the Services for any illegal or unauthorized purpose.
You agree to comply with all laws, rules and regulations (e.g., federal, state, local and provincial) applicable to your use of the Services and your User Engagement, including, but not limited to, copyright laws and export laws.
        ",100,,
match_3287.csv,"5.1.3 You must not post abusive, obscene, threatening, harassing, defamatory, libelous, offensive, violent, nude, partially nude, discriminatory, unlawful, infringing, hateful, pornographic, or sexually suggestive User Engagement via the Services, or User Engagement that encourages conduct that would be considered a criminal offense, give rise to civil liability, violate any law, or is otherwise inappropriate.","15510,15511,15512","You must not post abusive, obscene, threatening, harassing, defamatory, libelous, offensive, violent,
        
nude, partially nude, discriminatory, unlawful, infringing, hateful, pornographic, or sexually suggestive User Engagement
        
or User Engagement that encourages conduct that would be considered a criminal offense, give rise to civil liability, violate any law, or is otherwise inappropriate.
        ","94,95,97","You agree not to submit libelous, harassing or threatening contentThe posting of pornographic content is prohibitedYou are prohibited from posting content which promotes violence or politically or religiously extremist values.",
match_3287.csv,You must not post spam.,15513,You must not post spam.,100,,
match_3287.csv,"You must not defame, stalk, bully, abuse, harass, threaten, impersonate or intimidate people or entities.",,,,,
match_3287.csv,You must not intentionally make false or misleading statements.,,,,,
match_3287.csv,"5.1.4 You must not post private, confidential or sensitive information, or information that is otherwise in breach of the law via the iServices, including, without limitation, your or any other person's credit card information, social security, or national identity numbers, non-public phone numbers, addresses, or email addresses.",,,,,
