Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_239.csv,"""Network Enforcement Act (""""NetzDG"""") &amp.""",,,,,
match_239.csv,How our services are funded 3.,,,,,
match_239.csv,Your commitments to Facebook and our community 1. Who can use Facebook2.,,,,,
match_239.csv,What you can share and do on Facebook3.,,,,,
match_239.csv,The permissions you give us4.,,,,,
match_239.csv,Limits on using our intellectual property 4.,,,,,
match_239.csv,Other terms and policies that may apply to you   Facebook Ads Controls   Privacy Basics   Cookies Policy   Data Policy   More Resources   View a printable version of the Terms of Service   The Facebook company is now Meta.,,,,,
match_239.csv,"While our company name is changing, we are continuing to offer the same products, including the Facebook app from Meta.",,,,,
match_239.csv,"Our Data Policy and Terms of Service remain in effect, and this name change does not affect how we use or share data.",,,,,
match_239.csv,Learn more about Meta  and our vision for the metaverse.,,,,,
match_239.csv,"Terms of Service For messaging, voice and video calling services included in Facebook Products, please click here for a contract summary and here for other information required by the European Electronic Communications Code.",,,,,
match_239.csv,"Facebook builds technologies and services that enable people to connect with each other, build communities, and grow businesses.",,,,,
match_239.csv,"These Terms govern your use of Facebook, Messenger, and the other products, features, apps, services, technologies, and software we offer (the Facebook Products or Products), except where we expressly state that separate terms (and not these) apply.",,,,,
match_239.csv,These Products are provided to you by Facebook Ireland Limited.,,,,,
match_239.csv,We don’t charge you to use Facebook or the other products and services covered by these Terms.,,,,,
match_239.csv,"Instead, businesses and organizations pay us to show you ads for their products and services.",,,,,
match_239.csv,"By using our Products, you agree that we can show you ads that we think will be relevant to you and your interests.",,,,,
match_239.csv,We use your personal data to help determine which ads to show you.,,,,,
match_239.csv,"We don’t sell your personal data to advertisers, and we don’t share information that directly identifies you (such as your name, email address or other contact information) with advertisers unless you give us specific permission.","10706,10707","We don’t sell your personal data to advertisers
and we don’t share information that directly identifies you (such as your name, email address or other contact information) with advertisers unless you give us specific permission.
        ","100,98",Your information is only shared with third parties when given specific consent,
match_239.csv,"Instead, advertisers can tell us things like the kind of audience they want to see their ads, and we show those ads to people who may be interested.",,,,,
match_239.csv,We provide advertisers with reports about the performance of their ads that help them understand how people are interacting with their content.,,,,,
match_239.csv,See Section 2 below to learn more.,,,,,
match_239.csv,Our Data Policy explains how we collect and use your personal data to determine some of the ads you see and provide all of the other services described below.,,,,,
match_239.csv,You can also go to your settings at any time to review the privacy choices you have about how we use your data.,,,,,
match_239.csv,"""Return to top Network Enforcement Act (""""NetzDG"""") &amp.""",,,,,
match_239.csv,"""Impressum  Network Enforcement Act (""""NetzDG”)   To learn about the NetzDG, visit the NetzDG Help Center page.""",,,,,
match_239.csv,"To let us know about content you believe is unlawful under the NetzDG, please submit a report.",,,,,
match_239.csv,Law enforcement officials may submit requests for information under the NetzDG through the Law Enforcement Online Request System.,,,,,
match_239.csv,"Service agent for administrative proceedings and civil court proceedings within the meaning of § 5 (1) NetzDG: Freshfields Bruckhaus Deringer Rechtsanwälte Steuerberater PartG mbB (Berlin), Potsdamer Platz 1, 10785 Berlin.",,,,,
match_239.csv,"Copyright Service Provider Act (“UrhDaG”)   The authorised recipient in accordance with § 20 UrhDaG for service in court proceedings is: Freshfields Bruckhaus Deringer Rechtsanwälte Steuerberater PartG mbB (Düsseldorf), Feldmühleplatz 1, 40545 Düsseldorf.",,,,,
match_239.csv,"Impressum   The websites under www.facebook.com and the services on these page are being offered to you by: Facebook Ireland Limited, 4 Grand Canal Square, Dublin 2, Ireland   Authorized representative: Gareth Lambe Registered in Ireland (Companies Registration Office) Company No.",,,,,
