Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_3177.csv,"""End User License Agreement for Prezi DesktopBy checking the """"I Agree"""" box, You or the Entity or Company that you represent (""""You"""") are unconditionally consenting to be bound by and are becoming a party to this End User License Agreement (""""Agreement"""").""",,,,,
match_3177.csv,Your use of the software or service shall also constitute assent to the terms of this agreement.,,,,,
match_3177.csv,"""if you do not unconditionally agree to all of the terms of this agreement, do not check the """"I Agree"""" box and you will not have any right to use the Prezi software or service.""",,,,,
match_3177.csv,"Acceptance of this agreement by Prezi Inc. (“Prezi,” “We,” or “Us”) is expressly conditioned upon your assent to all the terms and conditions of this agreement, to the exclusion of all other terms.",,,,,
match_3177.csv,"if these terms are considered an offer, acceptance is expressly limited to these terms.",,,,,
match_3177.csv,"In addition, if you access or otherwise use (including, without limitation, by uploading, posting, or otherwise disseminating any text, images, or video) any Prezi Service (including, without limitation, any Prezi website) you expressly agree to the terms of use of those Services, located at http://prezi.com/terms-of-use.License.",,,,,
match_3177.csv,"""AccessSubject to the terms of this Agreement and your compliance therewith, Prezi grants to you a personal, nontransferable, nonsublicensable, nonexclusive license to use this software and the related on-line documentation (for example, the Desktop Manual) (collectively, the """"Software"""") for your personal use only, on up to three computers that you own, in object code form only, and only in accordance with the related on-line documentation.""",,,,,
match_3177.csv,Prezi shall retain all title to and ownership of the Software and all copies thereof.,,,,,
match_3177.csv,Use of the Software or any Prezi Service by you following such notification constitutes your acceptance of the terms and conditions of this Agreement as modified.Subscriptions and ExpirationYour access to the Software is granted upon completing your subscription to Prezi through the Prezi Pro level account type.,,,,,
match_3177.csv,You must login to your account at http://prezi.com at least one time in each calendar month from the Software in order to verify that your account is active.,,,,,
match_3177.csv,Your failure to do so will cause the Software to be disabled until you login to your account at http://prezi.com from the Software.,,,,,
match_3177.csv,"If you are not continuing paying for your Prezi Pro level subscription, or if your trial-period has expired, the Software will be disabled and you are not permitted to continue using the Software.",,,,,
match_3177.csv,If you want to continue using your already created Prezi presentations through your online account you need to upload them before your trial or subscription expires.,,,,,
match_3177.csv,"If you chose to have a free Prezi Public account, your uploaded Prezi presentations will be subject to the terms of the free Prezi Public account.RestrictionsYou shall not, nor shall you permit anyone else to, directly or indirectly: (i) modify, distribute, or, copy the Software.",,,,,
match_3177.csv,"(ii) reverse engineer, disassemble, decompile, or otherwise attempt to discover the source code or structure, sequence, and organization of the Software (except to the extent restrictions on reverse engineering are prohibited by applicable local law).",,,,,
match_3177.csv,"or (iii) rent, lease, or use the Software or any Prezi Service for timesharing or service bureau purposes.",,,,,
