Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_3259.csv,Information for Law EnforcementThese operational guidelines are for law enforcement officials seeking Instagram account records.,,,,,
match_3259.csv,"This information may change at any time.Requests for User InformationWe disclose account records solely in accordance with our terms of service and applicable law, including the federal Stored Communications Act (“SCA”), 18 U.S.C.",,,,,
match_3259.csv,"For additional information about Instagram, please read our Data Policy and Terms of Use.Data Retention and AvailabilityWe retain different types of information for different time periods.",,,,,
match_3259.csv,"Given the volume of real-time content on Instagram, some information may only be stored for a short period of time.",,,,,
match_3259.csv,"We do not retain data for law enforcement purposes unless we receive a legally valid preservation request.Information to IncludeAll requests must be made with particularity, including the specific data categories requested and date limitations for the request, as well as:  The name of the issuing authority and agent, email address from a law enforcement domain, and a direct contact phone number.",,,,,
match_3259.csv,The username of the Instagram account in question on the relevant date and details regarding specific information requested and its relationship to your investigation.,,,,,
match_3259.csv,Usernames are not static and we are unable to process requests that do not include the relevant date combined with the username.,,,,,
match_3259.csv,"Emergency RequestsIn responding to a matter involving imminent harm to a child or risk of death or serious physical injury to any person and requiring disclosure of information without delay, a law enforcement official may submit a request through the Law Enforcement Online Request System at facebook.com/records.",,,,,
match_3259.csv,Important note: We will not review or respond to messages sent to this email address by non-law enforcement officials.,,,,,
match_3259.csv,"Users aware of an emergency situation should immediately and directly contact local law enforcement officials.Child SafetyWe report all apparent instances of child sexual exploitation appearing on our site from anywhere in the world to the National Center for Missing and Exploited Children (NCMEC), in accordance with applicable law including content drawn to our attention by government requests.",,,,,
match_3259.csv,NCMEC refers matters to law enforcement authorities from around the world in order to help victims.,,,,,
match_3259.csv,"If a request relates to a child exploitation or safety matter, please specify those circumstances (and include relevant NCMEC report identifiers) in the request to ensure that we are able to address these matters expeditiously and effectively.International Legal Process RequirementsWe disclose account records solely in accordance with applicable terms of service and applicable law.",,,,,
match_3259.csv,A Mutual Legal Assistance Treaty request or letter rogatory may be required to compel the disclosure of the contents of an account.,,,,,
match_3259.csv,Further information can be found in our Data Policy.Account PreservationWe will take steps to preserve account records in connection with official criminal investigations for 90 days pending our receipt of formal legal process.,,,,,
match_3259.csv,"You may expeditiously submit formal preservation requests through the Law Enforcement Online Request System at facebook.com/records, or by email, or mail as indicated below.User ConsentIf law enforcement seeks information about an Instagram user who has provided consent for the official to access or obtain the user’s account information, the user should be directed to obtain that information on their own from their account.",,,,,
