Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_3174.csv,"Prezi Cookie PolicyLast Updated Date: May 17, 2019 In common with most other websites, Prezi Inc. (“Prezi”, “we” or “us”) uses cookies to provide a seamless user experience and help us understand how people use our website and mobile applications so that we can keep improving our platform and service.",,,,,
match_3174.csv,"In the spirit of transparency, we have created this cookie policy (in accordance with our privacy policy, click here: https://prezi.com/privacy-policy) to provide you with clear and explicit information about the cookies that we use and your choices when it comes to these technologies.",,,,,
match_3174.csv,"This cookie policy applies to our website and mobile applications (collectively, the “Website”).",,,,,
match_3174.csv,"By accessing and continuing to use the Website on any device, you are consenting to our use of cookies in accordance with this cookie policy.",,,,,
match_3174.csv,"If you do not agree to our use of cookies in this way, you should set your browser settings accordingly (see below: How can I control or delete cookies?",,,,,
match_3174.csv,).What are cookies and what are they used for?A cookie is a small string of information that the website you visit transfers to your computer for identification purposes.,,,,,
match_3174.csv,Cookies can be used to follow your activity throughout the Website and that information helps us to understand your preferences and improve your experience.,,,,,
match_3174.csv,"Prezi cookies do not collect personal information from you, and we do not combine the general information collected through cookies with other personal information you may provide to personally identify you.What types of cookies do we use?On the Website, both first-party and third-party cookies are allowed.",13849,"Prezi cookies do not collect personal information from you, and we do not combine the general information collected through cookies with other personal information you may provide to personally identify you.",100,,
match_3174.csv,First-party cookies are cookies that are set by Prezi.,13850,"On the Website, both first-party and third-party cookies are allowed.
First-party cookies are cookies that are set by Prezi.
        ",100,,
match_3174.csv,Third-party cookies are set by a domain other than ours.,,,,,
match_3174.csv,Prezi cookies may be session cookies and persistent cookies.,,,,,
match_3174.csv,Session cookies are temporary cookies that remain on your device only until you leave the Website.,,,,,
match_3174.csv,A persistent cookie remains on your device for the period specified in the cookie or until you manually delete it.,,,,,
match_3174.csv,"Based on their function, our Website uses the following categories of cookies:  Strictly necessary cookies (security, payment): These cookies are essential in order to enable you to move around the Website and use its features, such as accessing secure areas of the Website.",,,,,
match_3174.csv,"Without these cookies, the services you have asked for, like shopping baskets or e-billing, cannot be provided.",,,,,
match_3174.csv,"Performance cookies (analytics, A/B testing): These cookies allow us to recognize and count the number of visitors and to see how visitors move around the Website when they’re using it.",,,,,
match_3174.csv,"This helps us to improve the way the Website works, for example by making sure users are finding what they need easily.",,,,,
match_3174.csv,"Functionality: These cookies allow the Website to remember the choices you make (such as your user name, language or the region you are in) to provide a more personalized online experience.",,,,,
match_3174.csv,"These cookies can also be used to remember changes you have made to text size, fonts and other parts of web pages that you can customize.",,,,,
match_3174.csv,They may also be used to provide services you have asked for such as watching a video or asking questions and commenting thereon.,,,,,
match_3174.csv,Advertising cookies: These cookies are used to deliver adverts more relevant to you and your interests.,13260,Advertising cookies: These cookies are used to deliver adverts more relevant to you and your interests.,100,,
match_3174.csv,They are also used to limit the number of times you see an advertisement as well as to help measure the effectiveness of advertising campaigns.,13260,They are also used to limit the number of times you see an advertisement as well as to help measure the effectiveness of advertising campaigns.,100,,
match_3174.csv,They are usually placed by advertising networks with Prezi’s – as the Website operator’s – permission.,13260,They are usually placed by advertising networks with Prezi’s – as the Website operator’s – permission.,100,,
match_3174.csv,They remember that you have visited a website and this information is shared with other organisations such as advertisers.,,,,,
match_3174.csv,Quite often advertising cookies will be linked to site functionality provided by third parties.,,,,,
match_3174.csv,"How can I control or delete cookies?You can see the cookie list and change your cookie settings here, or you can turn off all cookies, if you prefer not to receive them.",,,,,
match_3174.csv,You can also have your computer warn you whenever cookies are being used.,,,,,
match_3174.csv,Most internet browsers are initially set up to automatically accept cookies.,,,,,
match_3174.csv,You can change the settings to block cookies or to alert you when cookies are being sent to your device.,,,,,
match_3174.csv,There are a number of ways to manage cookies.,,,,,
match_3174.csv,"Please refer to documentation provided with your web browser (e.g., Firefox, Safari, Chrome, or Internet Explorer) for information on enabling cookies.",,,,,
match_3174.csv,There are also software products available that can manage cookies for you.,,,,,
match_3174.csv,If you use different devices to view and access the Website (e.g.,,,,,
match_3174.csv,"your computer, smartphone, tablet etc.)",,,,,
match_3174.csv,you will need to ensure that each browser on each device is adjusted to suit your cookie preferences.,,,,,
match_3174.csv,"Please be aware, however, that when you choose to reject cookies, this choice may limit the functionality of the Website and you may lose access to some of its features.",13851,"Please be aware, however, that when you choose to reject cookies, this choice may limit the functionality of the Website and you may lose access to some of its features.",100,,
