Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_2468.csv,"Community Guidelines  COVID-19: Community Guidelines Updates and Protections: As people around the world confront this unprecedented public health emergency, we want to make sure that our Community Guidelines protect people from harmful content and new types of abuse related to COVID-19.",,,,,
match_2468.csv,"We’re working to remove content that has the potential to contribute to real-world harm, including through our policies prohibiting coordination of harm, sale of medical masks and related goods, hate speech, bullying and harassment and misinformation that contributes to the risk of imminent violence or physical harm.",,,,,
match_2468.csv,"As the situation evolves, we continue to look at content on the platform, assess speech trends, and engage with experts, and will provide additional policy guidance when appropriate to keep the members of our community safe during this crisis.",,,,,
match_2468.csv,The ShortWe want Instagram to continue to be an authentic and safe place for inspiration and expression.,,,,,
match_2468.csv,Help us foster this community.,,,,,
match_2468.csv,Post only your own photos and videos and always follow the law.,,,,,
match_2468.csv,"Respect everyone on Instagram, don’t spam people or post nudity.The LongInstagram is a reflection of our diverse community of cultures, ages, and beliefs.",,,,,
match_2468.csv,We’ve spent a lot of time thinking about the different points of view that create a safe and open environment for everyone.,,,,,
match_2468.csv,We created the Community Guidelines so you can help us foster and protect this amazing community.,,,,,
match_2468.csv,"By using Instagram, you agree to these guidelines and our Terms of Use.",,,,,
match_2468.csv,We’re committed to these guidelines and we hope you are too.,,,,,
match_2468.csv,"Overstepping these boundaries may result in deleted content, disabled accounts, or other restrictions.",,,,,
match_2468.csv,"In some cases, we allow content for public awareness which would otherwise go against our Community Guidelines – if it is newsworthy and in the public interest.",,,,,
match_2468.csv,We do this only after weighing the public interest value against the risk of harm and we look to international human rights standards to make these judgments.,,,,,
match_2468.csv,"Share only photos and videos that you’ve taken or have the right to share.As always, you own the content you post on Instagram.",,,,,
match_2468.csv,"Remember to post authentic content, and don’t post anything you’ve copied or collected from the Internet that you don’t have the right to post.",,,,,
match_2468.csv,Learn more about intellectual property rights.,,,,,
match_2468.csv,"Post photos and videos that are appropriate for a diverse audience.We know that there are times when people might want to share nude images that are artistic or creative in nature, but for a variety of reasons, we don’t allow nudity on Instagram.",,,,,
match_2468.csv,"This includes photos, videos, and some digitally-created content that show sexual intercourse, genitals, and close-ups of fully-nude buttocks.",12252,"but for a variety of reasons, we don’t allow nudity on Instagram.
This includes photos, videos, and some digitally-created content that show sexual intercourse, genitals, and close-ups of fully-nude buttocks.
It also includes some photos of female nipples,
        ",100,,
match_2468.csv,"It also includes some photos of female nipples, but photos of post-mastectomy scarring and women actively breastfeeding are allowed.",,,,,
match_2468.csv,"Nudity in photos of paintings and sculptures is OK, too.",,,,,
match_2468.csv,People like to share photos or videos of their children.,,,,,
match_2468.csv,"For safety reasons, there are times when we may remove images that show nude or partially-nude children.",,,,,
match_2468.csv,"Even when this content is shared with good intentions, it could be used by others in unanticipated ways.",,,,,
match_2468.csv,You can learn more on our Tips for Parents page.,,,,,
match_2468.csv,"Foster meaningful and genuine interactions.Help us stay spam-free by not artificially collecting likes, followers, or shares, posting repetitive comments or content, or repeatedly contacting people for commercial purposes without their consent.",,,,,
match_2468.csv,"Don’t offer money or giveaways of money in exchange for likes, followers, comments or other engagement.",12253,        ,,,"
"
match_2468.csv,"Don’t post content that engages in, promotes, encourages, facilitates, or admits to the offering, solicitation or trade of fake and misleading user reviews or ratings.",12253,"Don’t post content that engages in, promotes, encourages, facilitates, or admits to the offering, solicitation or trade of fake and misleading user reviews or ratings.",100,,
match_2468.csv,"You don’t have to use your real name on Instagram, but we do require Instagram users to provide us with accurate and up to date information.",,,,,
match_2468.csv,Don't impersonate others and don't create accounts for the purpose of violating our guidelines or misleading others.,,,,,
match_2468.csv,"Follow the law.Instagram is not a place to support or praise terrorism, organized crime, or hate groups.",12254,"Instagram is not a place to support or praise terrorism, organized crime, or hate groups.",100,,
match_2468.csv,"Offering sexual services, buying or selling firearms, alcohol, and tobacco products between private individuals, and buying or selling illegal or prescription drugs (even if legal in your region) are also not allowed.",,,,,
match_2468.csv,"Instagram also prohibits the sale of live animals between private individuals, though brick-and-mortar stores may offer these sales.",,,,,
match_2468.csv,No one may coordinate poaching or selling of endangered species or their parts.,,,,,
match_2468.csv,Remember to always follow the law when offering to sell or buy other regulated goods.,,,,,
match_2468.csv,"Accounts promoting online gambling, online real money games of skill or online lotteries must get our prior written permission before using any of our products.",,,,,
match_2468.csv,We have zero tolerance when it comes to sharing sexual content involving minors or threatening to post intimate images of others.,,,,,
match_2468.csv,"Respect other members of the Instagram community.We want to foster a positive, diverse community.",,,,,
match_2468.csv,"We remove content that contains credible threats or hate speech, content that targets private individuals to degrade or shame them, personal information meant to blackmail or harass someone, and repeated unwanted messages.",12255,"We remove content that contains credible threats or hate speech, content that targets private individuals to degrade or shame them, personal information meant to blackmail or harass someone, and repeated unwanted messages.
        ",100,,
match_2468.csv,We do generally allow stronger conversation around people who are featured in the news or have a large public audience due to their profession or chosen activities.,,,,,
match_2468.csv,"It's never OK to encourage violence or attack anyone based on their race, ethnicity, national origin, sex, gender, gender identity, sexual orientation, religious affiliation, disabilities, or diseases.",,,,,
match_2468.csv,"When hate speech is being shared to challenge it or to raise awareness, we may allow it.",,,,,
match_2468.csv,"In those instances, we ask that you express your intent clearly.",,,,,
match_2468.csv,Serious threats of harm to public and personal safety aren't allowed.,,,,,
match_2468.csv,"This includes specific threats of physical harm as well as threats of theft, vandalism, and other financial harm.",,,,,
match_2468.csv,We carefully review reports of threats and consider many things when determining whether a threat is credible.,,,,,
match_2468.csv,"Maintain our supportive environment by not glorifying self-injury.The Instagram community cares for each other, and is often a place where people facing difficult issues such as eating disorders, cutting, or other kinds of self-injury come together to create awareness or find support.",,,,,
match_2468.csv,We try to do our part by providing education in the app and adding information in the Help Center so people can get the help they need.,,,,,
match_2468.csv,"Encouraging or urging people to embrace self-injury is counter to this environment of support, and we’ll remove it or disable accounts if it’s reported to us.",,,,,
match_2468.csv,We may also remove content identifying victims or survivors of self-injury if the content targets them for attack or humor.,,,,,
match_2468.csv,Be thoughtful when posting newsworthy events.We understand that many people use Instagram to share important and newsworthy events.,,,,,
match_2468.csv,Some of these issues can involve graphic images.,,,,,
match_2468.csv,"Because so many different people and age groups use Instagram, we may remove videos of intense, graphic violence to make sure Instagram stays appropriate for everyone.",,,,,
match_2468.csv,"We understand that people often share this kind of content to condemn, raise awareness or educate.",,,,,
match_2468.csv,"If you do share content for these reasons, we encourage you to caption your photo with a warning about graphic violence.",,,,,
match_2468.csv,Sharing graphic images for sadistic pleasure or to glorify violence is never allowed.,,,,,
match_2468.csv,Help us keep the community strong: Each of us is an important part of the Instagram community.,,,,,
match_2468.csv,"If you see something that you think may violate our guidelines, please help us by using our built-in reporting option.",,,,,
match_2468.csv,We have a global team that reviews these reports and works as quickly as possible to remove content that doesn’t meet our guidelines.,,,,,
match_2468.csv,"Even if you or someone you know doesn’t have an Instagram account, you can still file a report.",,,,,
match_2468.csv,"When you complete the report, try to provide as much information as possible, such as links, usernames, and descriptions of the content, so we can find and review it quickly.",,,,,
match_2468.csv,We may remove entire posts if either the imagery or associated captions violate our guidelines.,,,,,
match_2468.csv,"You may find content you don’t like, but doesn’t violate the Community Guidelines.",,,,,
match_2468.csv,"If that happens, you can unfollow or block the person who posted it.",,,,,
match_2468.csv,"If there's something you don't like in a comment on one of your posts, you can delete that comment.",,,,,
match_2468.csv,Many disputes and misunderstandings can be resolved directly between members of the community.,,,,,
match_2468.csv,"If one of your photos or videos was posted by someone else, you could try commenting on the post and asking the person to take it down.",,,,,
match_2468.csv,"If that doesn’t work, you can file a copyright report.",,,,,
match_2468.csv,"If you believe someone is violating your trademark, you can file a trademark report.",12256,"If you believe someone is violating your trademark, you can file a trademark report.
        ",100,,
match_2468.csv,Don't target the person who posted it by posting screenshots and drawing attention to the situation because that may be classified as harassment.,,,,,
match_2468.csv,"We may work with law enforcement, including when we believe that there’s risk of physical harm or threat to public safety.",,,,,
match_2468.csv,"For more information, check out our Help Center and Terms of Use.",,,,,
match_2468.csv,"Thank you for helping us create one of the best communities in the world, The Instagram Team",,,,,
