Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_86.csv,The information generated by the cookie about the visitors' use of the website will generally be transmitted to and stored by Google on servers in the United States.,,,,,
match_86.csv,Only in exceptional cases will a complete IP address be transferred to a Google server in the United States and shortened there.,,,,,
match_86.csv,You may refuse the use of cookies by selecting the appropriate settings on your browser.,10611,You may refuse the use of cookies by selecting the appropriate settings on your browser.,"100,100",,
match_86.csv,"However, please note that if you do this, you may not be able to access the full functionality of our websites.",10856,"However, please note that if you do this, you may not be able to access the full functionality of our websites.
        
You may refuse the use of cookies by selecting the appropriate settings on your browser.
However, please note that if you do this, you may not be able to access the full functionality of our websites.","100,100",,
match_86.csv,"You have the right to receive your Personal Data in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller under the conditions set out in article 20 of the GDPR.",13995,"You have the right to receive your Personal Data in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller under the conditions set out in article 20 of the GDPR.
Valve makes your Personal Data available in structured HTML format through the Privacy Dashboard as described above.
        ",100,,
match_86.csv,Valve makes your Personal Data available in structured HTML format through the Privacy Dashboard as described above.,,,,,
match_86.csv,"This data is used only for the purposes of detection, investigation, prevention and, where applicable, acting on of such Violations and stored only for the minimum amount of time needed for this purpose.",13990,"We collect certain data that is required for our detection, investigation and prevention of fraud, cheating and other violations of the SSA and applicable laws (""Violations"").
This data is used only for the purposes of detection, investigation, prevention and, where applicable, acting on of such Violations and stored only for the minimum amount of time needed for this purpose.
If the data indicates that a Violation has occurred, we will further store the data for the establishment, exercise or defense of legal claims during the applicable statute of limitations or until a legal case related to it has been resolved.
Please note that the specific data stored for this purpose may not be disclosed to you if the disclosure will compromise the mechanism through which we detect, investigate and prevent such Violations.
        ",100,,
match_86.csv,"If the data indicates that a Violation has occurred, we will further store the data for the establishment, exercise or defense of legal claims during the applicable statute of limitations or until a legal case related to it has been resolved.",13990,"We collect certain data that is required for our detection, investigation and prevention of fraud, cheating and other violations of the SSA and applicable laws (""Violations"").
This data is used only for the purposes of detection, investigation, prevention and, where applicable, acting on of such Violations and stored only for the minimum amount of time needed for this purpose.
If the data indicates that a Violation has occurred, we will further store the data for the establishment, exercise or defense of legal claims during the applicable statute of limitations or until a legal case related to it has been resolved.
Please note that the specific data stored for this purpose may not be disclosed to you if the disclosure will compromise the mechanism through which we detect, investigate and prevent such Violations.
        ",100,,
match_86.csv,"Please note that the specific data stored for this purpose may not be disclosed to you if the disclosure will compromise the mechanism through which we detect, investigate and prevent such Violations.",13990,"We collect certain data that is required for our detection, investigation and prevention of fraud, cheating and other violations of the SSA and applicable laws (""Violations"").
This data is used only for the purposes of detection, investigation, prevention and, where applicable, acting on of such Violations and stored only for the minimum amount of time needed for this purpose.
If the data indicates that a Violation has occurred, we will further store the data for the establishment, exercise or defense of legal claims during the applicable statute of limitations or until a legal case related to it has been resolved.
Please note that the specific data stored for this purpose may not be disclosed to you if the disclosure will compromise the mechanism through which we detect, investigate and prevent such Violations.
        ",100,,
match_86.csv,"However, please note that in this case you may not be able to use the full functionality of this website.",,,,,
