Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_209.csv,You must be at least 13 years old to use our Services (or such greater age required in your country for you to be authorized to use our Services without parental approval).,6548,"You must be at least 13 years old to use our Services (or such greater age required in your country for you to be authorized to use our Services without parental approval).
In addition to being of the minimum required age to use our Services under applicable law, if you are not old enough to have authority to agree to our Terms in your country, your parent or guardian must agree to our Terms on your behalf.
        ",100,,
match_209.csv,"In addition to being of the minimum required age to use our Services under applicable law, if you are not old enough to have authority to agree to our Terms in your country, your parent or guardian must agree to our Terms on your behalf.",,,,,
match_209.csv,"In order to operate and provide our Services, you grant WhatsApp a worldwide, non-exclusive, royalty-free, sublicensable, and transferable license to use, reproduce, distribute, create derivative works of, display, and perform the information (including the content) that you upload, submit, store, send, or receive on or through our Services.",579,"In order to operate and provide our Services, you grant WhatsApp a worldwide, non-exclusive, royalty-free, sublicensable, and transferable license to use, reproduce, distribute, create derivative works of, display, and perform the information (including the content) that you upload, submit, store, send, or receive on or through our Services.
The rights you grant in this license are for the limited purpose of operating and providing our Services (such as to allow us to display your profile picture and status message, transmit your messages, store your undelivered messages on our servers for up to 30 days as we try to deliver them, and otherwise as described in our Privacy Policy).
        ",100,,
match_209.csv,"The rights you grant in this license are for the limited purpose of operating and providing our Services (such as to allow us to display your profile picture and status message, transmit your messages, store your undelivered messages on our servers for up to 30 days as we try to deliver them, and otherwise as described in our Privacy Policy).",579,"In order to operate and provide our Services, you grant WhatsApp a worldwide, non-exclusive, royalty-free, sublicensable, and transferable license to use, reproduce, distribute, create derivative works of, display, and perform the information (including the content) that you upload, submit, store, send, or receive on or through our Services.
The rights you grant in this license are for the limited purpose of operating and providing our Services (such as to allow us to display your profile picture and status message, transmit your messages, store your undelivered messages on our servers for up to 30 days as we try to deliver them, and otherwise as described in our Privacy Policy).
        ",100,,
match_209.csv,"You will not use or download our Services if you are located in a restricted country, if you are currently listed on any U.S.
or non-U.S restricted parties list, or for any purpose prohibited by Export Laws, and you will not disguise your location through IP proxying or other methods.",21789,"You will not, directly or indirectly, export, re-export, provide, or otherwise transfer our Services: (a) to any individual, entity, or country prohibited by Export Laws.
(b) to anyone on U.S.
or non-U.S.
government restricted parties lists.
or (c) for any purpose prohibited by Export Laws, including nuclear, chemical, or biological weapons, or missile technology applications without the required government authorizations.
You will not use or download our Services if you are located in a restricted country, if you are currently listed on any U.S.
or non-U.S.
restricted parties list, or for any purpose prohibited by Export Laws, and you will not disguise your location through IP proxying or other methods.",100,,
match_209.csv,"You will not, directly or indirectly, export, re-export, provide, or otherwise transfer our Services: (a) to any individual, entity, or country prohibited by Export Laws.
(b) to anyone on U.S.
or non-U.S.
government restricted parties lists.
or (c) for any purpose prohibited by Export Laws, including nuclear, chemical, or biological weapons, or missile technology applications without the required government authorizations.",21789,"You will not, directly or indirectly, export, re-export, provide, or otherwise transfer our Services: (a) to any individual, entity, or country prohibited by Export Laws.
(b) to anyone on U.S.
or non-U.S.
government restricted parties lists.
or (c) for any purpose prohibited by Export Laws, including nuclear, chemical, or biological weapons, or missile technology applications without the required government authorizations.
You will not use or download our Services if you are located in a restricted country, if you are currently listed on any U.S.
or non-U.S restricted parties list, or for any purpose prohibited by Export Laws, and you will not disguise your location through IP proxying or other methods.",100,,
match_209.csv,"You agree to defend, indemnify, and hold harmless the WhatsApp Parties from and against all liabilities, damages, losses, and expenses of any kind (including reasonable legal fees and costs) relating to, arising out of, or in any way in connection with any of the following: (a) your access to or use of our Services, including information provided in connection therewith. (b) your breach or alleged breach of our Terms. or (c) any misrepresentation made by you.",13044,"You agree to defend, indemnify, and hold harmless the WhatsApp Parties from and against all liabilities, damages, losses, and expenses of any kind (including reasonable legal fees and costs) relating to, arising out of, or in any way in connection with any of the following: (a) your access to or use of our Services, including information provided in connection therewith. (b) your breach or alleged breach of our Terms. or (c) any misrepresentation made by you.",100,,
match_209.csv,Back to top Disclaimers YOU USE OUR SERVICES AT YOUR OWN RISK AND SUBJECT TO THE FOLLOWING DISCLAIMERS.,6549,"YOU USE OUR SERVICES AT YOUR OWN RISK AND SUBJECT TO THE FOLLOWING DISCLAIMERS.
WE ARE PROVIDING OUR SERVICES ON AN “AS IS” BASIS 
        ",77,The service is provided 'as is' and to be used at your sole risk,
match_209.csv,"  If you live in the European Region, WhatsApp Ireland Limited provides WhatsApp to you under this Terms of Service and Privacy Policy.",,,,,
match_209.csv,"WhatsApp LLC (“WhatsApp,” “our,” “we,” or “us”) provides messaging, Internet calling, and other services to users around the world.",,,,,
match_209.csv,Please read our Terms of Service so you understand what’s up with your use of WhatsApp.,,,,,
match_209.csv,"You agree to our Terms of Service (“Terms”) by installing, accessing, or using our apps, services, features, software, or website (together, “Services”).",,,,,
match_209.csv,NO ACCESS TO EMERGENCY SERVICES: There are important differences between WhatsApp and your mobile and fixed-line telephone and SMS services.,,,,,
match_209.csv,"Our Services do not provide access to emergency services or emergency services providers, including the police, fire departments, or hospitals, or otherwise connect to public safety answering points.",,,,,
match_209.csv,"You should ensure you can contact your relevant emergency services providers through a mobile, fixed-line telephone, or other service.",,,,,
match_209.csv,"IF YOU ARE A WHATSAPP USER LOCATED IN THE UNITED STATES OR CANADA, OUR TERMS CONTAIN A BINDING ARBITRATION PROVISION, WHICH STATES THAT, EXCEPT IF YOU OPT OUT AND EXCEPT FOR CERTAIN TYPES OF DISPUTES, WHATSAPP AND YOU AGREE TO RESOLVE ALL DISPUTES THROUGH BINDING INDIVIDUAL ARBITRATION, WHICH MEANS THAT YOU WAIVE ANY RIGHT TO HAVE THOSE DISPUTES DECIDED BY A JUDGE OR JURY, AND THAT YOU WAIVE YOUR RIGHT TO PARTICIPATE IN CLASS ACTIONS, CLASS ARBITRATIONS, OR REPRESENTATIVE ACTIONS.",,,,,
match_209.csv,PLEASE READ THE “SPECIAL ARBITRATION PROVISION FOR UNITED STATES OR CANADA USERS” SECTION BELOW TO LEARN MORE.,,,,,
match_209.csv,Back to top About our services  Registration.,,,,,
match_209.csv,"You must register for our Services using accurate data, provide your current mobile phone number, and, if you change it, update this mobile phone number using our in-app change number feature.",,,,,
match_209.csv,You agree to receive text messages and phone calls (from us or our third-party providers) with codes to register for our Services.,,,,,
match_209.csv,You provide us the phone numbers of WhatsApp users and your other contacts in your mobile phone address book on a regular basis.,,,,,
match_209.csv,You confirm you are authorized to provide us such numbers to allow us to provide our Services.,,,,,
match_209.csv,"You must provide certain devices, software, and data connections to use our Services, which we otherwise do not supply.",,,,,
match_209.csv,"For as long as you use our Services, you consent to downloading and installing updates to our Services, including automatically.",,,,,
match_209.csv,You are responsible for all carrier data plan and other fees and taxes associated with your use of our Services.,,,,,
match_209.csv,"We may charge you for our Services, including applicable taxes.",,,,,
match_209.csv,We may refuse or cancel orders.,,,,,
match_209.csv,"We do not provide refunds for our Services, except as required by law.",,,,,
match_209.csv,Back to top Privacy policy and user data WhatsApp cares about your privacy.,,,,,
match_209.csv,"WhatsApp’s Privacy Policy describes our information (including message) practices, including the types of information we receive and collect from you and how we use and share this information.",,,,,
match_209.csv,"You agree to our data practices, including the collection, use, processing, and sharing of your information as described in our Privacy Policy, as well as the transfer and processing of your information to the United States and other countries globally where we have or use facilities, service providers, or partners, regardless of where you use our Services.",,,,,
match_209.csv,"You acknowledge that the laws, regulations, and standards of the country in which your information is stored or processed may be different from those of your own country.",,,,,
match_209.csv,Back to top Acceptable use of our services  Our Terms and Policies.,,,,,
match_209.csv,You must use our Services according to our Terms and posted policies.,,,,,
match_209.csv,"If we disable your account for a violation of our Terms, you will not create another account without our permission.",12878,"If we disable your account for a violation of our Terms, you will not create another account without our permission.",100,,
match_209.csv,"You must access and use our Services only for legal, authorized, and acceptable purposes.",,,,,
