Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_66.csv,We may notify you in advance.,771,"We may occasionally make changes to this Policy. When we make material changes to this Policy, we’ll provide you with prominent notice as appropriate under the circumstances, e.g., by displaying a prominent notice within the Spotify Service or by sending you an email. We may notify you in advance. Please, therefore, make sure you read any such notice carefully.",100,,
match_66.csv,"Please, therefore, make sure you read any such notice carefully.",771,"We may occasionally make changes to this Policy. When we make material changes to this Policy, we’ll provide you with prominent notice as appropriate under the circumstances, e.g., by displaying a prominent notice within the Spotify Service or by sending you an email. We may notify you in advance. Please, therefore, make sure you read any such notice carefully.",100,,
match_66.csv,"Please note that we will only access your camera or photos from your device if you give us permission to do so, and we will only access images that you specifically choose to share with us and metadata related to those images, such as the type of file and the size of the image.",13403,"Please note that we will only access your camera or photos from your device if you give us permission to do so, and we will only access images that you specifically choose to share with us and metadata related to those images, such as the type of file and the size of the image.
We will never scan or import your device’s photo library or camera roll.",100,,
match_66.csv,We will never scan or import your device’s photo library or camera roll.,13403,"Please note that we will only access your camera or photos from your device if you give us permission to do so, and we will only access images that you specifically choose to share with us and metadata related to those images, such as the type of file and the size of the image.
We will never scan or import your device’s photo library or camera roll.",100,,
match_66.csv,Notification Settings (accessed via your account page) - allows you to choose which marketing communications you receive from Spotify.,,,,,
match_66.csv,You may toggle these settings to opt in or out of receiving different types of email and push notifications.,12772,You may toggle these settings to opt in or out of receiving different types of email and push notifications. Please note that email marketing messages from Spotify include an opt-out mechanism within the message itself (e.g. an unsubscribe link in the emails we send to you). Clicking on the link in an email will opt you out of further messages of that category (e.g. Artist Updates). You can use the Notification Settings page to exercise choices about all categories of email and push marketing communication.,100,,
match_66.csv,Please note that email marketing messages from Spotify include an opt-out mechanism within the message itself (e.g. an unsubscribe link in the emails we send to you).,12772,You may toggle these settings to opt in or out of receiving different types of email and push notifications. Please note that email marketing messages from Spotify include an opt-out mechanism within the message itself (e.g. an unsubscribe link in the emails we send to you). Clicking on the link in an email will opt you out of further messages of that category (e.g. Artist Updates). You can use the Notification Settings page to exercise choices about all categories of email and push marketing communication.,100,,
match_66.csv,Clicking on the link in an email will opt you out of further messages of that category (e.g. ,12772,You may toggle these settings to opt in or out of receiving different types of email and push notifications. Please note that email marketing messages from Spotify include an opt-out mechanism within the message itself (e.g. an unsubscribe link in the emails we send to you). Clicking on the link in an email will opt you out of further messages of that category (e.g. Artist Updates). You can use the Notification Settings page to exercise choices about all categories of email and push marketing communication.,100,,
match_66.csv,You can use the Notification Settings page to exercise choices about all categories of email and push marketing communication.,12772,You may toggle these settings to opt in or out of receiving different types of email and push notifications. Please note that email marketing messages from Spotify include an opt-out mechanism within the message itself (e.g. an unsubscribe link in the emails we send to you). Clicking on the link in an email will opt you out of further messages of that category (e.g. Artist Updates). You can use the Notification Settings page to exercise choices about all categories of email and push marketing communication.,100,,
match_66.csv,Inferences drawn about your interests and preferences based on your usage of the Spotify Service.,13402,"Inferences drawn about your interests and preferences based on your usage of the Spotify Service.
        ",100,,
match_66.csv,The exact personal data collected will vary depending on the payment method (e.g.,"877,854","Contests, Surveys and Sweepstakes Data This personal data is used to allow you to sign up and participate in these types of promotions. The exact personal data collected will vary depending on the promotion.
We may collect such personal data if you sign up for a Trial or purchase any of our Paid Subscriptions (as defined in the Terms and Conditions of Use) or make other purchases through the Spotify Service.
The exact personal data collected will vary depending on the payment method (e.g.
direct via your mobile phone carrier or by invoice) but will include information such as: ","87,100",,
match_66.csv,Support community ,,,,,
