Source.Name,sent,point_id,point_text,match_score,point_title,flag
match_4.csv,More simply put  We can use your suggestions to make Pinterest better.,8226,"Oh, and we can actually use your suggestions to make Pinterest better",77,Your feedback is invited regarding changes to the terms.,
match_4.csv,More simply put  Every company has its terms.,,,,,
match_4.csv,More simply put  Pinterest helps you discover and do what you love.,,,,,
match_4.csv,More simply put  You cannot use Pinterest if you're under 13 (or older in some countries).,,,,,
match_4.csv,"More simply put  If you post your content on Pinterest, it still belongs to you.",,,,,
match_4.csv,"More simply put  If you post your content on Pinterest, we can show it to people and others can save it.",,,,,
match_4.csv,"More simply put  If you choose to post content, you give us permission to use it to provide and improve Pinterest.",12963,"More simply put  If you choose to post content, you give us permission to use it to provide and improve Pinterest.",100,,
match_4.csv,More simply put  We respect copyrights.,,,,,
match_4.csv,More simply put  You can help us fight spammers by keeping these security tips in mind.,,,,,
match_4.csv,More simply put  Pinterest has links to content off of Pinterest.,,,,,
match_4.csv,More simply put  Pinterest is provided to you for free.,,,,,
match_4.csv,"More simply put  If we are sued because of something your business does on Pinterest, you have to pay our costs.",,,,,
match_4.csv,"More simply put  Unfortunately, people post bad stuff on services like Pinterest.",,,,,
match_4.csv,More simply put  We are building the best service we can for you but we can't promise it will be perfect.,,,,,
match_4.csv,More simply put  The Bay Area is beautiful this time of year.,,,,,
match_4.csv,"More simply put  If we're making a big change to the terms, we'll let you know.",,,,,
match_4.csv,More simply put  Who you deal with depends on where you live.,,,,,
match_4.csv,We may revise these Terms from time to time and the most current version will always be posted on our website.,12976,"We reserve the right to determine the form and means of providing notifications to you, and you agree to receive legal notices electronically if that’s what we decide.
We may revise these Terms from time to time and the most current version will always be posted on our website.        ",100,,
match_4.csv,"If a revision, in our discretion, is material, we’ll notify you.",,,100,,
match_4.csv,"If we need to contact you, we will do so at the email address on your Pinterest account.",,,,,
